log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
23,1024,8192,0.5,1,1.002119635,0.159630410,0.051284712,4176411
23,1024,8192,0.5,1,0.964708989,0.140817640,0.041823406,4200160
23,1024,8192,0.5,1,0.965867066,0.139178022,0.038880859,4191519
23,1024,8192,0.5,1,0.966720475,0.138526298,0.039045573,4212931
23,1024,8192,0.5,2,0.543743904,0.134881034,0.051115439,4182171
23,1024,8192,0.5,2,0.546302042,0.131105478,0.061750002,4176411
23,1024,8192,0.5,2,0.543708192,0.134440754,0.051652721,4200160
23,1024,8192,0.5,2,0.543866686,0.130337490,0.052930180,4191519
23,1024,8192,0.5,2,0.543730903,0.130625657,0.036161807,4212931
23,1024,8192,0.5,4,0.315207117,0.132231313,0.055023828,4182171
23,1024,8192,0.5,4,0.343623708,0.125901769,0.054113217,4176411
23,1024,8192,0.5,4,0.340628689,0.129018090,0.049559434,4200160
23,1024,8192,0.5,4,0.354758452,0.155340452,0.053381891,4191519
23,1024,8192,0.5,4,0.335739517,0.125685764,0.051813815,4212931
23,1024,8192,0.5,8,0.215660532,0.129039940,0.049630685,4182171
23,1024,8192,0.5,8,0.232012385,0.124357763,0.056088542,4176411
23,1024,8192,0.5,8,0.236743653,0.128079749,0.049374519,4200160
23,1024,8192,0.5,8,0.232609469,0.188492890,0.053988565,4191519
23,1024,8192,0.5,8,0.234520903,0.124670231,0.053349390,4212931
23,1024,8192,0.5,16,0.172426323,0.128160870,0.055582471,4182171
23,1024,8192,0.5,16,0.177067499,0.125300455,0.052354678,4176411
23,1024,8192,0.5,16,0.176357652,0.127491025,0.054622259,4200160
23,1024,8192,0.5,16,0.177007817,0.190064666,0.053534785,4191519
23,1024,8192,0.5,16,0.176882005,0.123300279,0.052841899,4212931
24,1024,16384,0.5,1,2.026012747,0.320015618,0.043983726,4315915
24,1024,16384,0.5,1,2.002010009,0.398109833,0.042818099,4264799
24,1024,16384,0.5,1,1.961869231,0.278829736,0.043813362,4321548
24,1024,16384,0.5,1,1.964447140,0.275949690,0.043675429,4315020
24,1024,16384,0.5,1,1.957822589,0.277427484,0.043504385,4304008
24,1024,16384,0.5,2,1.090467665,0.267312892,0.053172165,4315915
24,1024,16384,0.5,2,1.125491506,0.263177898,0.053666207,4264799
24,1024,16384,0.5,2,1.101236141,0.258455920,0.054613809,4321548
24,1024,16384,0.5,2,1.091173451,0.262866071,0.051338204,4315020
24,1024,16384,0.5,2,1.088409617,0.266038884,0.054967187,4304008
24,1024,16384,0.5,4,0.640948125,0.257299453,0.054935586,4315915
24,1024,16384,0.5,4,0.671902354,0.349827579,0.054266301,4264799
24,1024,16384,0.5,4,0.652451399,0.249709500,0.055500469,4321548
24,1024,16384,0.5,4,0.657053354,0.290041143,0.055857867,4315020
24,1024,16384,0.5,4,0.649770987,0.250212361,0.054205739,4304008
24,1024,16384,0.5,8,0.425781626,0.251495681,0.056934272,4315915
24,1024,16384,0.5,8,0.434670449,0.255764829,0.057683909,4264799
24,1024,16384,0.5,8,0.445256232,0.247351356,0.059028159,4321548
24,1024,16384,0.5,8,0.440256016,0.284571438,0.055640252,4315020
24,1024,16384,0.5,8,0.443740836,0.250024868,0.055910519,4304008
24,1024,16384,0.5,16,0.323974188,0.247961050,0.056422170,4315915
24,1024,16384,0.5,16,0.341532649,0.257272673,0.054042396,4264799
24,1024,16384,0.5,16,0.330532178,0.243843685,0.054412734,4321548
24,1024,16384,0.5,16,0.336402543,0.244872399,0.054234560,4315020
24,1024,16384,0.5,16,0.337049607,0.246266701,0.053894433,4304008
25,1024,32768,0.5,1,4.149429382,0.634827396,0.050425013,4365315
25,1024,32768,0.5,1,4.000626750,0.649487531,0.053223447,4440947
25,1024,32768,0.5,1,4.002435811,0.555501132,0.054102207,4441939
25,1024,32768,0.5,2,2.257595603,0.568108510,0.045434189,4365315
25,1024,32768,0.5,2,2.191789149,0.579149073,0.040207509,4440947
25,1024,32768,0.5,2,2.182986547,0.510936074,0.040265740,4441939
25,1024,32768,0.5,4,1.291729607,0.500557726,0.053810300,4365315
25,1024,32768,0.5,4,1.286867296,0.496246437,0.058119359,4440947
25,1024,32768,0.5,4,1.289167799,0.491741124,0.052799508,4441939
25,1024,32768,0.5,8,0.840098230,0.491682473,0.055312595,4365315
25,1024,32768,0.5,8,0.843994459,0.484714593,0.057099516,4440947
25,1024,32768,0.5,8,0.843001206,0.481182493,0.059480090,4441939
25,1024,32768,0.5,16,0.625580814,0.485323688,0.055532590,4365315
25,1024,32768,0.5,16,0.635268797,0.484624982,0.056638456,4440947
25,1024,32768,0.5,16,0.629578577,0.477963329,0.057050215,4441939
26,1024,65536,0.5,1,8.427735022,1.243455063,0.061095627,4558903
26,1024,65536,0.5,1,8.459041328,1.096792700,0.065612880,4565336
26,1024,65536,0.5,1,8.081093315,1.084089309,0.065755793,4564087
26,1024,65536,0.5,2,4.557918233,1.131973064,0.054012435,4558903
26,1024,65536,0.5,2,4.410998824,1.255570750,0.049791889,4565336
26,1024,65536,0.5,2,4.485918026,1.130169233,0.050438533,4564087
26,1024,65536,0.5,4,2.605036758,1.031268031,0.040794202,4558903
26,1024,65536,0.5,4,2.649375331,0.987688195,0.042402049,4565336
26,1024,65536,0.5,4,2.580248371,1.053216213,0.039254638,4564087
26,1024,65536,0.5,8,1.673293172,1.069130337,0.042765778,4558903
26,1024,65536,0.5,8,1.673697012,1.056139210,0.036316620,4565336
26,1024,65536,0.5,8,1.695053479,1.006763721,0.051763743,4564087
26,1024,65536,0.5,16,1.249979463,1.063979929,0.054949427,4558903
26,1024,65536,0.5,16,1.229006423,0.943627587,0.055433808,4565336
26,1024,65536,0.5,16,1.508912633,1.003583308,0.036346671,4564087
27,1024,131072,0.5,1,20.805690820,4.456936914,0.077619435,4691451
27,1024,131072,0.5,1,22.414172940,3.070190744,0.052825118,4689787
27,1024,131072,0.5,1,17.400829364,2.490374796,0.067582035,4696059
27,1024,131072,0.5,2,10.528032758,4.067736374,0.056610815,4691451
27,1024,131072,0.5,2,11.091224436,3.184704903,0.056847040,4689787
27,1024,131072,0.5,2,10.616640533,2.539136211,0.057585287,4696059
27,1024,131072,0.5,4,5.467361669,2.227189368,0.045536381,4691451
27,1024,131072,0.5,4,5.267505788,2.123332693,0.045787517,4689787
27,1024,131072,0.5,4,5.223406623,1.953293478,0.051182374,4696059
27,1024,131072,0.5,8,3.486817152,2.277223446,0.038978834,4691451
27,1024,131072,0.5,8,3.393505771,2.128060875,0.037721625,4689787
27,1024,131072,0.5,8,3.511570498,2.059932014,0.038211637,4696059
27,1024,131072,0.5,16,2.582501035,2.127560235,0.038812621,4691451
27,1024,131072,0.5,16,2.513808801,1.997150093,0.039733482,4689787
27,1024,131072,0.5,16,2.503896923,2.010050740,0.037849219,4696059
28,1024,262144,0.5,1,41.659259937,8.781594758,0.066258009,4844799
28,1024,262144,0.5,2,18.347700943,5.467780834,0.055449991,4844799
28,1024,262144,0.5,4,14.585035067,5.702675830,0.063035365,4844799
28,1024,262144,0.5,8,8.501021894,4.779964182,0.041345298,4844799
28,1024,262144,0.5,16,6.672196010,4.637421294,0.055482153,4844799
29,1024,524288,0.5,1,71.430040366,10.390018498,0.072443961,5017923
29,1024,524288,0.5,2,37.866637933,10.386636990,0.062042353,5017923
29,1024,524288,0.5,4,21.990214115,10.041311353,0.057364656,5017923
29,1024,524288,0.5,8,15.318175719,9.786967040,0.056528386,5017923
29,1024,524288,0.5,16,14.014337021,8.761307963,0.043574179,5017923
30,1024,1048576,0.5,1,147.025902644,26.378429266,0.069821573,5200039
30,1024,1048576,0.5,2,105.532998575,31.211323996,0.061449731,5200039
30,1024,1048576,0.5,4,46.060488788,21.793470548,0.052113737,5200039
30,1024,1048576,0.5,8,28.956071147,18.140899812,0.036655502,5200039
30,1024,1048576,0.5,16,22.830041201,19.683745821,0.044260417,5200039
