log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
23,1024,8192,0.5,1,2.612104906,0.437957436,0.093272480,8121403
23,1024,8192,0.5,1,2.611530542,0.431335214,0.088672144,8151551
23,1024,8192,0.5,1,2.613870466,0.431620150,0.089089394,8185667
23,1024,8192,0.5,1,2.611947962,0.431805354,0.089046133,8123611
23,1024,8192,0.5,2,1.441686585,0.490168859,0.092002150,8154880
23,1024,8192,0.5,2,1.447507589,0.522574617,0.092407700,8121403
23,1024,8192,0.5,2,1.421359095,0.423747919,0.093744651,8151551
23,1024,8192,0.5,2,1.418325885,0.422971960,0.072547623,8185667
23,1024,8192,0.5,2,1.414932508,0.427652289,0.094094439,8123611
23,1024,8192,0.5,4,0.794214099,0.429292596,0.095697906,8154880
23,1024,8192,0.5,4,0.821597020,0.424245930,0.096129306,8121403
23,1024,8192,0.5,4,0.805616292,0.428789904,0.093494136,8151551
23,1024,8192,0.5,4,0.802996481,0.418367165,0.093452415,8185667
23,1024,8192,0.5,4,0.805834736,0.420901973,0.092450851,8123611
23,1024,8192,0.5,8,0.495247756,0.427113526,0.087013886,8154880
23,1024,8192,0.5,8,0.501001380,0.514450449,0.093346832,8121403
23,1024,8192,0.5,8,0.497074629,0.461671133,0.093398763,8151551
23,1024,8192,0.5,8,0.499968325,0.417013834,0.095036831,8185667
23,1024,8192,0.5,8,0.498597154,0.415704983,0.088173842,8123611
23,1024,8192,0.5,16,0.347002730,0.424566627,0.092785009,8154880
23,1024,8192,0.5,16,0.356431356,0.516385124,0.094126040,8121403
23,1024,8192,0.5,16,0.353562091,0.420450272,0.089986314,8151551
23,1024,8192,0.5,16,0.357721707,0.420462923,0.089886032,8185667
23,1024,8192,0.5,16,0.353806587,0.418590750,0.089834251,8123611
24,1024,16384,0.5,1,5.528872604,0.953213354,0.077717701,8275143
24,1024,16384,0.5,1,5.533433659,0.891222215,0.078117330,8311532
24,1024,16384,0.5,1,5.389914821,0.855328057,0.077458076,8280200
24,1024,16384,0.5,1,5.390305050,0.855471381,0.077564518,8275079
24,1024,16384,0.5,1,5.391171039,0.854819335,0.078563241,8242084
24,1024,16384,0.5,2,2.986971626,0.912777232,0.095797529,8275143
24,1024,16384,0.5,2,2.900594417,0.846562506,0.092560393,8311532
24,1024,16384,0.5,2,2.891550777,0.932710751,0.093714581,8280200
24,1024,16384,0.5,2,2.905463389,0.837704401,0.092807859,8275079
24,1024,16384,0.5,2,2.887821051,0.933541691,0.094228832,8242084
24,1024,16384,0.5,4,1.663268732,0.911184165,0.091926349,8275143
24,1024,16384,0.5,4,1.677298656,1.149752645,0.092359619,8311532
24,1024,16384,0.5,4,1.621633223,0.829390659,0.092538763,8280200
24,1024,16384,0.5,4,1.626646048,0.827860285,0.091556660,8275079
24,1024,16384,0.5,4,1.621313795,0.824796134,0.093364862,8242084
24,1024,16384,0.5,8,0.991764813,0.858478960,0.096828992,8275143
24,1024,16384,0.5,8,1.003811270,0.822314936,0.097793865,8311532
24,1024,16384,0.5,8,1.072206247,0.821613990,0.096653698,8280200
24,1024,16384,0.5,8,0.999652964,0.822452790,0.097100948,8275079
24,1024,16384,0.5,8,1.000812731,0.822381338,0.096886163,8242084
24,1024,16384,0.5,16,0.694157682,0.859003802,0.096523925,8275143
24,1024,16384,0.5,16,0.691793488,0.918167876,0.097974768,8311532
24,1024,16384,0.5,16,0.690326275,0.915029103,0.097386305,8280200
24,1024,16384,0.5,16,0.696876635,0.823111665,0.097772614,8275079
24,1024,16384,0.5,16,0.691257615,0.824891026,0.097286743,8242084
25,1024,32768,0.5,1,11.423571331,2.093807467,0.081251794,8445299
25,1024,32768,0.5,1,11.466576622,1.803483835,0.081867127,8409967
25,1024,32768,0.5,1,11.255315632,1.923089642,0.082342188,8382123
25,1024,32768,0.5,2,6.182000850,1.827529209,0.074665261,8445299
25,1024,32768,0.5,2,6.027242952,1.836977137,0.073157097,8409967
25,1024,32768,0.5,2,5.900713835,1.675675119,0.072982792,8382123
25,1024,32768,0.5,4,3.384051831,1.973596186,0.091505780,8445299
25,1024,32768,0.5,4,3.338321576,1.840710553,0.082703737,8409967
25,1024,32768,0.5,4,3.328038060,1.741441084,0.082459681,8382123
25,1024,32768,0.5,8,2.019512325,1.765532980,0.091021418,8445299
25,1024,32768,0.5,8,1.996886183,1.816576057,0.087259191,8409967
25,1024,32768,0.5,8,2.009705219,1.834139341,0.090390894,8382123
25,1024,32768,0.5,16,1.396363789,1.754491515,0.092332538,8445299
25,1024,32768,0.5,16,1.361138457,1.662716550,0.096877264,8409967
25,1024,32768,0.5,16,1.360587144,1.642424952,0.093148168,8382123
26,1024,65536,0.5,1,23.485857027,4.534417139,0.087118588,8490704
26,1024,65536,0.5,1,23.519639335,3.789203471,0.090011315,8572407
26,1024,65536,0.5,1,23.584077474,3.508775366,0.089506493,8461292
26,1024,65536,0.5,2,12.607780590,3.735855317,0.076547250,8490704
26,1024,65536,0.5,2,12.378449826,3.607486005,0.083049052,8572407
26,1024,65536,0.5,2,12.273200545,3.477355101,0.076502010,8461292
26,1024,65536,0.5,4,7.207942115,4.423469049,0.073236243,8490704
26,1024,65536,0.5,4,6.942725761,3.690441324,0.072979967,8572407
26,1024,65536,0.5,4,6.844577817,3.486844913,0.071725707,8461292
26,1024,65536,0.5,8,4.116049069,3.605633362,0.075291671,8490704
26,1024,65536,0.5,8,4.168189008,4.027778145,0.071978373,8572407
26,1024,65536,0.5,8,4.062832714,3.392589909,0.068867810,8461292
26,1024,65536,0.5,16,2.858847125,3.517166382,0.084841574,8490704
26,1024,65536,0.5,16,2.734409695,3.264690757,0.093029926,8572407
26,1024,65536,0.5,16,2.717792606,3.624605665,0.090727412,8461292
