log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
24,1024,16384,0.5,16,0.285402834,0.245600690,0.041230927,4337423
24,1024,16384,0.5,16,0.288778802,0.246896149,0.040106901,4330736
24,1024,16384,0.5,16,0.290086171,0.241367342,0.040031380,4336239
24,1024,16384,0.5,16,0.290216644,0.241220459,0.039371084,4296103
24,1024,16384,0.5,16,0.317987802,0.240790859,0.038964555,4336656
25,1024,32768,0.5,1,2.807624814,0.555267191,0.031658738,4425007
25,1024,32768,0.5,1,2.708435076,0.565903715,0.031119065,4425104
25,1024,32768,0.5,1,2.781409092,0.509177942,0.039542598,4403051
25,1024,32768,0.5,2,1.563193627,0.565412524,0.041410961,4425007
25,1024,32768,0.5,2,1.632824406,0.518661310,0.040246204,4425104
25,1024,32768,0.5,2,1.552537862,0.559307744,0.041751969,4403051
25,1024,32768,0.5,4,0.951936450,0.484062046,0.038400172,4425007
25,1024,32768,0.5,4,0.974605331,0.481880715,0.037556082,4425104
25,1024,32768,0.5,4,0.970597238,0.479366998,0.037592554,4403051
25,1024,32768,0.5,8,0.679116205,0.481212990,0.038560696,4425007
25,1024,32768,0.5,8,0.692176935,0.479228785,0.038213367,4425104
25,1024,32768,0.5,8,0.688801848,0.480264259,0.038034073,4403051
25,1024,32768,0.5,16,0.546061459,0.480691599,0.037937001,4425007
25,1024,32768,0.5,16,0.555930647,0.477263800,0.036236862,4425104
25,1024,32768,0.5,16,0.547150054,0.474139428,0.035939346,4403051
26,1024,65536,0.5,1,5.842350652,0.992807239,0.033542170,4544307
26,1024,65536,0.5,1,5.603683122,1.076488610,0.032077537,4548247
26,1024,65536,0.5,1,5.512924197,1.075066187,0.031904373,4554039
26,1024,65536,0.5,2,3.249161123,1.002564203,0.039384684,4544307
26,1024,65536,0.5,2,3.122965465,0.968731665,0.029438936,4548247
26,1024,65536,0.5,2,3.119470385,0.966279489,0.039180170,4554039
26,1024,65536,0.5,4,1.977800858,1.018850536,0.041831791,4544307
26,1024,65536,0.5,4,1.961151696,0.950466226,0.036836766,4548247
