log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
27,1024,131072,0.5,4,11.780421915,7.632727950,0.054178195,8675287
27,1024,131072,0.5,4,11.718931760,7.243610885,0.052927656,8703227
27,1024,131072,0.5,4,11.622689322,6.885186616,0.051905801,8665496
27,1024,131072,0.5,8,7.212410527,7.143534408,0.068418327,8675287
27,1024,131072,0.5,8,7.233119520,6.841612439,0.064897435,8703227
27,1024,131072,0.5,8,7.032602668,6.766856574,0.065544970,8665496
27,1024,131072,0.5,16,5.259795940,6.916212481,0.072649886,8675287
27,1024,131072,0.5,16,4.868393242,6.925105518,0.070131528,8703227
27,1024,131072,0.5,16,4.848210610,6.586098224,0.071430337,8665496
28,1024,262144,0.5,1,80.065502050,15.745603928,0.063310748,8848831
28,1024,262144,0.5,2,42.546850451,15.178863818,0.057423170,8848831
28,1024,262144,0.5,4,24.179831460,15.689038908,0.055379933,8848831
28,1024,262144,0.5,8,14.693658930,14.407901018,0.054718297,8848831
28,1024,262144,0.5,16,10.937947886,13.921673256,0.055223350,8848831
29,1024,524288,0.5,1,170.668595759,35.186019673,0.070168687,9024100
29,1024,524288,0.5,2,90.524325249,32.929211908,0.061724510,9024100
29,1024,524288,0.5,4,50.946277164,35.003493114,0.056597180,9024100
29,1024,524288,0.5,8,30.126581346,33.609657586,0.054792619,9024100
29,1024,524288,0.5,16,21.617951127,31.952057805,0.054697966,9024100
30,1024,1048576,0.5,1,366.241633502,72.600649270,0.061453374,9206087
30,1024,1048576,0.5,2,191.550414591,71.582512324,0.057722457,9206087
30,1024,1048576,0.5,4,105.007658748,71.040443396,0.054783358,9206087
30,1024,1048576,0.5,8,63.224140757,74.406372283,0.058820382,9206087
30,1024,1048576,0.5,16,45.859804860,62.279564938,0.051100488,9206087
