goldilocks-quadratic keccak256 log_n=27 threads=2: exact parameters PASS; estimated bytes coefficients=1073741824 matrix=2147483648 trees=33553728 scratch=2239190272 peak_with_overhead=6901016272; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=3 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=27 threads=4: exact parameters PASS; estimated bytes coefficients=1073741824 matrix=2147483648 trees=33553728 scratch=2243384576 peak_with_overhead=6906259152; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=3 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=27 threads=8: exact parameters PASS; estimated bytes coefficients=1073741824 matrix=2147483648 trees=33553728 scratch=2251773184 peak_with_overhead=6916744912; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=3 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=27 threads=16: exact parameters PASS; estimated bytes coefficients=1073741824 matrix=2147483648 trees=33553728 scratch=2268550400 peak_with_overhead=6937716432; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=3 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=28 threads=1: exact parameters PASS; estimated bytes coefficients=2147483648 matrix=4294967296 trees=67108128 scratch=4423554560 peak_with_overhead=13699946472; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=28 threads=2: exact parameters PASS; estimated bytes coefficients=2147483648 matrix=4294967296 trees=67108128 scratch=4425651712 peak_with_overhead=13702567912; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=28 threads=4: exact parameters PASS; estimated bytes coefficients=2147483648 matrix=4294967296 trees=67108128 scratch=4429846016 peak_with_overhead=13707810792; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=28 threads=8: exact parameters PASS; estimated bytes coefficients=2147483648 matrix=4294967296 trees=67108128 scratch=4438234624 peak_with_overhead=13718296552; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=28 threads=16: exact parameters PASS; estimated bytes coefficients=2147483648 matrix=4294967296 trees=67108128 scratch=4455011840 peak_with_overhead=13739268072; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=29 threads=1: exact parameters PASS; estimated bytes coefficients=4294967296 matrix=8589934592 trees=134216960 scratch=8793338624 peak_with_overhead=27299126272; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=29 threads=2: exact parameters PASS; estimated bytes coefficients=4294967296 matrix=8589934592 trees=134216960 scratch=8795435776 peak_with_overhead=27301747712; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=29 threads=4: exact parameters PASS; estimated bytes coefficients=4294967296 matrix=8589934592 trees=134216960 scratch=8799630080 peak_with_overhead=27306990592; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=29 threads=8: exact parameters PASS; estimated bytes coefficients=4294967296 matrix=8589934592 trees=134216960 scratch=8808018688 peak_with_overhead=27317476352; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=29 threads=16: exact parameters PASS; estimated bytes coefficients=4294967296 matrix=8589934592 trees=134216960 scratch=8824795904 peak_with_overhead=27338447872; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=30 threads=1: exact parameters PASS; estimated bytes coefficients=8589934592 matrix=17179869184 trees=268434656 scratch=17529580544 peak_with_overhead=54493328152; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=30 threads=2: exact parameters PASS; estimated bytes coefficients=8589934592 matrix=17179869184 trees=268434656 scratch=17531677696 peak_with_overhead=54495949592; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=30 threads=4: exact parameters PASS; estimated bytes coefficients=8589934592 matrix=17179869184 trees=268434656 scratch=17535872000 peak_with_overhead=54501192472; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=30 threads=8: exact parameters PASS; estimated bytes coefficients=8589934592 matrix=17179869184 trees=268434656 scratch=17544260608 peak_with_overhead=54511678232; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic keccak256 log_n=30 threads=16: exact parameters PASS; estimated bytes coefficients=8589934592 matrix=17179869184 trees=268434656 scratch=17561037824 peak_with_overhead=54532649752; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=1 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=20 threads=1: exact parameters PASS; estimated bytes coefficients=8388608 matrix=16777216 trees=261664 scratch=52977152 peak_with_overhead=131560232; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=20 threads=2: exact parameters PASS; estimated bytes coefficients=8388608 matrix=16777216 trees=261664 scratch=55074304 peak_with_overhead=134181672; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=20 threads=4: exact parameters PASS; estimated bytes coefficients=8388608 matrix=16777216 trees=261664 scratch=59268608 peak_with_overhead=139424552; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=20 threads=8: exact parameters PASS; estimated bytes coefficients=8388608 matrix=16777216 trees=261664 scratch=67657216 peak_with_overhead=149910312; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=20 threads=16: exact parameters PASS; estimated bytes coefficients=8388608 matrix=16777216 trees=261664 scratch=84434432 peak_with_overhead=170881832; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=21 threads=1: exact parameters PASS; estimated bytes coefficients=16777216 matrix=33554432 trees=523776 scratch=72047360 peak_with_overhead=187182912; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=21 threads=2: exact parameters PASS; estimated bytes coefficients=16777216 matrix=33554432 trees=523776 scratch=74144512 peak_with_overhead=189804352; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=21 threads=4: exact parameters PASS; estimated bytes coefficients=16777216 matrix=33554432 trees=523776 scratch=78338816 peak_with_overhead=195047232; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=21 threads=8: exact parameters PASS; estimated bytes coefficients=16777216 matrix=33554432 trees=523776 scratch=86727424 peak_with_overhead=205532992; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=21 threads=16: exact parameters PASS; estimated bytes coefficients=16777216 matrix=33554432 trees=523776 scratch=103504640 peak_with_overhead=226504512; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=22 threads=1: exact parameters PASS; estimated bytes coefficients=33554432 matrix=67108864 trees=1048032 scratch=108360704 peak_with_overhead=296144472; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=22 threads=2: exact parameters PASS; estimated bytes coefficients=33554432 matrix=67108864 trees=1048032 scratch=110457856 peak_with_overhead=298765912; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=22 threads=4: exact parameters PASS; estimated bytes coefficients=33554432 matrix=67108864 trees=1048032 scratch=114652160 peak_with_overhead=304008792; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=22 threads=8: exact parameters PASS; estimated bytes coefficients=33554432 matrix=67108864 trees=1048032 scratch=123040768 peak_with_overhead=314494552; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=22 threads=16: exact parameters PASS; estimated bytes coefficients=33554432 matrix=67108864 trees=1048032 scratch=139817984 peak_with_overhead=335466072; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
goldilocks-quadratic sha256 log_n=23 threads=1: exact parameters PASS; estimated bytes coefficients=67108864 matrix=134217728 trees=2096576 scratch=178972928 peak_with_overhead=511549552; available_memory_bytes=Some(527705153536) available_cpus=Some(256) repetitions=5 time_limit_seconds=None
